Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
CAH2450856.1	-	CBM21(267-384)	CBM21_e6	CBM21	N	3
CAH2979374.1	3.2.1.49|3.2.1.22	GH27(138-388)	GH27_e34	GH27	N	3
CAH2987853.1	2.4.1.143	GT16(109-320)+GT16(336-505)	GT16_e1+GT16_e1	GT16	N	3
CAH6344607.1	2.4.1.-	GT56(2-348)	GT56_e0	GT56	N	3
CAH8456777.1	2.4.1.256	GT59(45-436)	GT59_e3	N	N	2
CAH8463333.1	-	GT43(1-211)	GT43_e7	GT43	N	3
CAH8471023.1	2.4.1.225|2.4.1.223|2.4.1.224	GT64(640-881)	GT47_e10+GT64_e0	GT47+GT64	N	3
CAH8489788.1	2.4.1.41	GT27(238-536)+CBM13(552-669)	GT27_e16+CBM13_e112	CBM13+GT27	N	3
CAH8490023.1	-	GT68(25-493)	GT68_e0	GT68	N	3
CAH8499623.1	2.4.1.267	GT57(18-508)	GT57_e0	GT57	N	3
CAH8554013.1	2.4.1.22|2.4.1.275|2.4.1.38|2.4.1.90	GT7(119-347)	GT7_e20	GT7	N	3
CAH8608728.1	2.4.1.256	GT59(31-252)	GT59_e3	N	N	2
CAI1800058.1	2.4.1.-|2.4.1.257	GT62(94-358)	GT62_e0	GT62	N	3
CAI39229.1	2.4.99.6	GT29(107-352)	GT29_e14	GT29	N	3
CAI42145.1	2.4.1.135	GT43(101-304)	GT43_e6	GT43	N	3
CAI8590043.1	2.4.1.-	CBM95(124-244)+GT92(314-451)	GT92_e0	GT92	N	3
CAI9092223.1	-	GT90(138-344)+GT90(546-794)+GT90(1100-1341)+GT90(1645-1762)+GT90(2048-2296)	GT90_e2+GT90_e2+GT90_e2+GT90_e2+GT90_e2	GT90	N	3
CAI9111517.1	2.4.1.-	GT96(203-505)+GT96(591-890)	GT96_e0+GT96_e0	GT96	N	3
CAI9163770.1	2.4.1.155	GT18(54-790)	GT18_e0	GT18	N	3
CAI9167564.1	2.4.1.-	GT54(164-423)+CBM94(432-568)	GT54_e1	GT54	N	3
CAI9761610.1	2.4.2.-	GT95(59-351)	GT95_e0	GT95	N	3
CAI9763310.1	-	AA1(71-520)	AA1_e13	AA0	N	3
CAI9772831.1	-	CBM57(28-145)	CBM57_e2	CBM0	N	3
CAJ1063012.1	-	CBM47(64-183)+CBM47(203-327)	CBM47_e8+CBM47_e8	CBM47	N	3
CAJ1316497.1	-	CBM56(23-121)+GH64(149-365)	CBM56_e3+GH64_e6	CBM56+GH64	Y(1-30)	3
CAJ1578633.1	-	GT53(23-1071)	GT53_e6	GT53	N	3
CAJ18881.1	-	CBM39(6-97)	CBM39_e4	N	N	2
CAJ18887.1	-	CBM39(6-97)	CBM39_e4	N	N	2
CAJ19054.1	-	GH16_4(118-239)	CBM39_e0+GH16_e3	CBM39+GH16_4	N	3
CAJ1952321.1	4.2.2.n1	GH104(4-149)	GH104_e0	N	N	2
CAJ20070.1	3.2.1.1|3.2.1.41|3.2.1.68	CBM82(50-173)+CBM82(182-304)+CBM83(604-700)+GH13_41(963-1272)	GH13_e61	CBM48+CBM82+CBM83+GH13_41	Y(1-45)	3
CAJ2465786.1	-	GT67(484-776)	GT67_e2	GT67	N	3
CAJ28076.1	3.2.1.4	GH5_2(71-338)+CBM17(371-571)+CBM28(588-760)	GH5_e90+CBM17_e0+CBM17_e0	CBM17+CBM28+GH5_2	Y(1-30)	3
CAJ60697.1	-	PL12_3(403-540)	PL12_e38	PL0	N	3
CAK44988.1	3.2.1.59|-	GH71(16-404)+CBM24(447-521)+CBM24(540-614)	GH71_e11+CBM24_e1+CBM24_e1	CBM24+GH71	N	3
CAM64177.1	2.4.1.-	GT1(26-405)	GT1_e506	GT1	N	3
CAM65305.1	2.4.2.-	GT79(1-832)	GT79_e1	GT79	N	3
CAM65307.1	-	GT60(500-886)	GT60_e8	GT60	N	3
CAM65308.1	-	GT67(376-679)	GT67_e2	GT67	N	3
CAM68772.1	-	GT40(173-390)	GT40_e3	GT40	N	3
CAN91153.1	3.2.1.139|3.2.1.131|3.2.1.-	GH67(133-802)	GH67_e0	GH67	N	3
CAP62101.1	N	CBM52(28-76)	N	CBM52	Y(1-28)	2
CAP68633.1	3.2.1.-	GH131(21-267)	GH131_e5	GH131	N	3
CAP94412.1	3.2.1.-	GH93(44-352)	GH93_e5	GH93	Y(1-25)	3
CAQ36787.1	3.2.1.15	GH28(98-463)	GH28_e0	GH28	Y(1-22)	3
CAQ42968.1	2.4.99.-|2.4.1.-|-	GT4(223-369)+GT97(563-891)	GT4_e1148+GT97_e0	GT4+GT97	N	3
CAW96436.1	3.2.1.26	GH100(139-599)	GH100_e1	GH100	Y(1-34)	3
CAW96687.1	3.2.1.37|3.2.1.55|3.2.1.21|3.2.1.6|3.2.1.73	GH3(72-320)	GH3_e0	GH3	Y(1-21)	3
CAX13068.1	2.4.1.143	GT16(90-443)	GT16_e0	GT16	Y(1-34)	3
CAX41028.1	-	GH132(124-419)	GH132_e0	GH132	Y(1-23)	3
CAY06025.1	3.2.1.113	GH47(42-511)	GH47_e16	GH47	Y(1-20)	3
CAY16835.1	-	GT68(12-483)	GT68_e0	GT68	N	3
CBD06450.1	2.4.1.-|2.4.1.35|2.4.1.253|2.4.1.286|2.4.1.170|2.4.1.189	GT1(231-442)	GT1_e18	GT1	N	3
CBD28610.1	-	GT17(93-379)	GT17_e15	GT17	N	3
CBD34636.1	3.2.1.4|3.2.1.73|3.2.1.8	GH9(27-488)+CBM49(537-616)	GH9_e16+CBM49_e0	CBM49+GH9	Y(1-23)	3
CBE01501.1	-	GH43_11(2-313)+CBM91(343-540)	GH43_e1+CBM91_e3	GH43_11	N	3
CBG74045.1	-	PL1(112-289)+CE8(363-655)	PL1_e69+CE8_e94	CE8+PL1	Y(1-41)	3
CBJ12769.1	-	GH45_1(85-223)	GH45_e5	GH45	Y(1-33)	3
CBK62786.1	3.2.1.1	GH13_36(161-618)	GH13_e47	CBM58+GH13_36	Y(1-21)	3
CBK63669.1	3.2.1.67	GH28(74-471)	GH28_e64	GH28	Y(1-26)	3
CBK67036.1	-	GH89(66-714)	GH89_e9	GH89	N	3
CBK67088.1	3.2.1.31	GH2(28-554)	GH2_e139	GH2	Y(1-24)	3
CBK69674.1	-	GH50(132-487)	GH50_e6	GH50	N	3
CBK91127.1	3.2.1.1|3.2.1.41|3.2.1.68	CBM82(48-171)+CBM83(510-605)+GH13_41(862-1161)	GH13_e61	CBM26+CBM41+CBM82+CBM83+GH13_41	Y(1-44)	3
CBL12377.1	3.1.1.-	CE17(37-200)+CBM35inCE17(222-369)	CE17_e0	CE17	N	3
CBL14297.1	3.2.1.78	CBM27(195-354)+GH26(389-704)+CBM23(885-1052)	CBM27_e0+GH26_e75+CBM23_e2	CBM23+CBM27+GH26	Y(1-28)	3
CBL16808.1	3.2.1.151|3.2.1.4	GH44(32-526)+CBM76(529-683)	GH44_e6+CBM76_e0	CBM76+GH44	Y(1-21)	3
CBL17514.1	3.2.1.55|-	GH43_16(59-374)+CBM75(395-676)	GH43_e76+CBM6_e42	CBM75+GH43_16	Y(1-37)	3
CBL17555.1	-	CBM79(58-148)+CBM79(393-502)	CBM79_e1+CBM79_e1+CBM79_e1	CBM79	Y(1-37)	3
CBL51480.1	2.4.1.5|2.4.1.-|2.4.1.140	GH70(5-340)	GH70_e0	GH70	N	3
CBQ71725.1	2.4.1.-	GT24(1356-1603)	GT24_e1	GT24	Y(1-30)	3
CBX95305.1	-	GT34(273-534)	GT34_e13	GT34	Y(1-35)	3
CBZ29383.1	2.4.1.-	GT67(448-723)	GT67_e0	GT67	N	3
CBZ30189.1	-	GT79(146-780)	GT79_e0	GT79	N	3
CBZ37536.1	-	GT79(11-901)	GT79_e0	GT79	N	3
CBZ47379.1	3.2.1.89	GH53(31-386)+CBM61(393-532)	GH53_e15+CBM61_e0	CBM61+GH53	Y(1-28)	3
CCA39368.1	-	GT71(144-418)	GT71_e8	GT71	Y(1-26)	3
CCB95739.1	2.4.1.5|2.4.1.-|2.4.1.140	GH70(292-1093)	GH70_e0	GH70	Y(1-43)	3
CCC64353.1	N	GH183(236-558)	N	GH183	N	2
CCE63649.1	2.4.1.131|2.4.1.-	GT15(86-353)	GT15_e0	GT15	N	3
CCE85013.1	-	GT71(188-464)	GT71_e41	GT71	N	3
CCE91392.1	2.4.1.142	GT33(39-444)	GT33_e0	GT33	N	3
CCG46551.1	3.2.1.6|3.2.1.39|-	CBM54(132-220)+GH16_3(232-486)+CBM4(541-662)+CBM4(696-827)+CBM4(857-976)	CBM54_e0+GH16_e193+CBM4_e9+CBM4_e9+CBM4_e9	CBM4+GH16_3	Y(1-26)	3
CCG58717.1	-	PL3_1(121-197)	PL3_e7	N	N	2
CCG98290.1	-	GH5_46(84-376)+CBM6(445-562)+CBM92(581-689)	GH5_e252+CBM6_e76	CBM6+GH5_46	Y(1-24)	3
CCO04846.1	3.1.1.-	CE17(34-197)+CBM35inCE17(220-366)	CE17_e0	CE17	N	3
CCO21838.1	-	GH99(52-347)	GH99_e5	GH99	Y(1-22)	3
CCT69059.1	3.2.1.4	GH45(22-220)	GH45_e0	CBM1+GH45	Y(1-18)	3
CDF78737.1	-	PL40(8-876)	PL40_e0	PL40	Y(1-25)	3
CDF80709.1	-	PL8_3(327-558)	PL8_e5	PL8	Y(1-22)	3
CDM67953.1	3.2.1.1|3.2.1.98|3.2.1.60|3.2.1.-|-	GH13_28(58-331)+CBM26(579-642)+CBM74(778-1082)	GH13_e34+CBM26_e7+CBM74_e2	CBM26+CBM74+GH13_28	Y(1-37)	3
CDN54809.1	-	GT25(6-185)	GT25_e191	GT25	N	3
CDN65506.1	-	CE7(4-308)	CE7_e0	CE7	N	3
CDP29754.1	-	AA14(5-235)	AA14_e0	AA14	N	3
CDR49628.1	-	GT59(27-438)	GT59_e2	GT59	N	3
CDR87171.1	2.4.1.-	GT24(1355-1602)	GT24_e1	GT24	Y(1-30)	3
CDS14203.1	-	GT49(106-393)	GT49_e8	GT49	N	3
CDZ14782.1	-	GT50(152-434)	GT50_e1	GT50	N	3
CEF65875.1	2.4.1.-	GT98(37-683)	GT98_e0	GT98	N	3
CQR64708.1	-	GH43_10(7-280)+CBM91(308-498)	GH43_e224+CBM91_e45	GH43_10	N	3
CUN08171.1	-	PL32(1-620)	PL14_e17	PL32	N	3
CUS03712.2	-	GH113(44-348)+CBM8(371-502)+CBM96(526-652)	GH113_e16+CBM8_e4	CBM8+GH113	Y(1-39)	3
CUU49762.1	3.2.1.65|3.2.1.80|3.2.1.26|3.2.1.153|3.2.1.64|2.4.1.99	GH32(344-652)+CBM66(921-1074)+CBM66(1103-1261)	GH32_e16+CBM66_e0+CBM66_e0	CBM66+GH32	Y(1-27)	3
CZS73213.1	3.2.1.71	GH162(30-521)	GH162_e0	GH162	N	3
CZS81047.1	-	AA3_2(46-671)	AA3_e44	AA3	N	3
CZS86028.1	-	PL20(24-258)	PL20_e0	PL20	Y(1-21)	3
EAA27399.1	-	CBM87(35-255)+CE18(256-621)	CBM87_e1+CE18_e1	CBM87+CE18	Y(1-25)	3
EAA28445.2	-	AA12(5-390)	AA12_e5	AA12	N	3
EAA33702.2	N	CBM52(24-73)	N	CBM52	Y(1-22)	2
EAL42918.2	3.2.1.14	CBM55(2-42)	CBM55_e0	N	N	2
EAL49185.1	N	CBM55(17-62)	N	N	N	1
EAQ72207.1	2.4.1.-	GT82(18-309)	GT82_e0	GT82	N	3
EDM21756.1	3.2.1.22|3.2.1.-	GH110(27-578)	GH110_e1	GH110	Y(1-22)	3
EDP51830.1	4.2.2.14	PL20(63-292)	PL20_e1	PL20	N	3
EDQ57500.1	2.4.1.-	CBM95(142-257)+GT92(268-497)	GT92_e0	N	N	2
EDR28415.1	3.2.1.14	CBM55(18-63)+GH18(215-566)	CBM55_e0+GH18_e69	CBM55+GH18	N	3
EDW43781.1	-	GT92(258-522)	GT92_e4	GT92	N	3
EES04060.1	2.4.1.-	GT96(33-335)+GT96(396-694)	GT96_e0+GT96_e0	GT96	Y(1-24)	3
EEV01588.1	3.2.1.8|3.2.1.39	CBM86(41-150)+CBM22(166-316)+GH10(362-753)+CBM9(913-1085)	GH10_e78+CBM9_e20+CBM9_e20+CBM56_e2	CBM22+CBM86+CBM9+GH10	N	3
EEV38026.2	3.2.1.40|3.1.1.73	CBM67(107-271)+GH78(300-816)	CBM67_e28+GH78_e80	GH78	N	3
EFX83062.1	2.4.2.-	GT110(1-168)	GT110_e0	GT110	N	3
EGE52565.1	-	GT53(27-1092)	GT53_e6	GT53	N	3
EGU81657.1	3.2.1.78	GH134(24-184)	GH134_e0	GH134	Y(1-19)	3
EGX44062.1	3.2.1.14	GH18(118-462)	GH18_e232	CBM18+GH18	Y(1-24)	3
EGX51745.1	-	GH135(34-282)	GH135_e17	GH135	N	3
EIP99740.1	4.2.2.-	PL34(390-593)	PL34_e1	PL34	Y(1-21)	3
EJY74003.1	3.2.1.21|3.2.1.62|3.2.1.118|3.2.1.149|3.2.1.105|3.2.1.117|3.2.1.161|2.4.1.-|3.2.1.38|3.2.1.206|3.2.1.186|3.2.1.-|3.2.1.125|3.2.1.119|-	GH162(20-511)+GH1(514-983)	GH162_e1+GH1_e106	GH1+GH162	N	3
EOA29898.1	2.4.1.-	GT96(34-336)+GT96(398-696)	GT96_e0+GT96_e0	GT96	Y(1-24)	3
EWM52390.1	3.2.1.4|3.2.1.-	GH5_4(182-466)+CBM78(529-658)	GH5_e215	CBM78+GH5_4	N	3
EWM53237.1	3.2.1.4|3.2.1.-|-	GH9(42-432)+CBM79(657-764)	GH9_e17+CBM79_e1+GH9_e17+CBM79_e1	CBM79+GH9	Y(1-38)	3
EWM54675.1	-	CBM79(85-192)+CBM79(218-318)+GH5_4(385-652)	CBM79_e0+CBM79_e0+GH5_e175	CBM79+GH5_4	Y(1-23)	3
EWM54821.1	-	CBM79(426-540)	CBM79_e1+CBM79_e1	CBM79	Y(1-33)	3
GAK98035.1	4.2.2.-	PL28(47-302)	PL28_e0	PL28	Y(1-22)	3
GAL67220.1	4.2.2.-|-	CBM90(1-108)+PL28(121-407)+CBM90(386-527)	CBM90_e0+PL28_e0+CBM90_e0	PL28	N	3
GAL70857.1	4.2.2.-|-	PL28(1-204)+CBM90(186-323)	PL28_e0+CBM90_e0	PL28	N	3
GAL89784.1	4.2.2.-|-	CBM90(28-163)+PL28(176-462)+CBM90(441-582)	CBM90_e0+PL28_e0+CBM90_e0	PL28	Y(1-24)	3
GAM25888.1	3.2.1.78|-	GH5_40(1-177)+CBM8(218-363)	GH5_e171+CBM8_e3	CBM8+GH5	N	3
GAP06916.1	-	GH179(19-357)	GH109_e7	GH179	N	3
GAP17795.1	-	GH179(19-356)	GH109_e2	GH179	N	3
KEZ46379.1	4.2.2.-	PL42(46-346)	PL42_e4	PL42	Y(1-36)	3
KEZ94332.1	4.2.2.-|-	PL28(50-337)+CBM90(316-450)	PL28_e0+CBM90_e0	PL28	N	3
KFA70873.1	3.2.1.78	GH134(35-195)	GH134_e0	GH134	Y(1-21)	3
KFY86580.1	-	GH134(29-183)	GH134_e3	N	Y(1-27)	2
KMT67046.1	-	PL25(42-469)	PL25_e0	PL25	Y(1-32)	3
KRE82476.1	-	GH169(171-344)+CBM32(638-754)+CBM66(803-944)+CBM66(1192-1340)	GH169_e0+CBM32_e26+CBM32_e26+CBM66_e20+CBM66_e20	CBM32+CBM66+GH169	Y(1-32)	3
KYQ92213.1	-	GH162(22-528)	GH162_e1	GH162	Y(1-27)	3
MBL6910996.1	N	GH174(57-540)	N	GH174	N	2
MBS7262025.1	N	GH174(235-673)	N	N	Y(1-36)	1
MBS7262048.1	N	GH174(240-682)	N	N	Y(1-33)	1
NP_001118253.1	-	GT77(155-353)	GT77_e1	GT77	N	3
NP_032077.1	2.4.1.69	GT11(82-353)	GT11_e46	GT11	N	3
NP_061254.1	2.4.99.4	GT29(84-325)	GT29_e29	GT29	N	3
NP_189391.1	-	GT17(91-378)	GT17_e15	GT17	N	3
NP_194176.3	-	CBM45(283-361)	CBM45_e1+CBM45_e1	CBM45	N	3
NP_494667.1	-	GT11(38-301)	GT11_e32	GT11	N	3
NP_500391.1	-	CBM21(156-256)	CBM21_e33	CBM21	N	3
NP_564977.1	3.2.1.1|3.2.1.98|-	CBM45(126-209)+CBM45(305-381)+GH13_6(521-806)	CBM45_e0+CBM45_e0+GH13_e146	CBM45+GH13_6	N	3
NP_593221.1	2.4.1.256	GT59(26-397)	GT59_e3	GT59	N	3
NP_608678.1	2.4.1.255	GT61(325-428)	GT61_e12	GT61	N	3
NP_609528.1	-	GH65(260-611)	GH65_e9	GH65	N	3
NP_648799.1	-	GT27(54-348)	GT27_e9	CBM13+GT27	N	3
NP_651630.2	-	GT27(1-298)	GT27_e10	CBM13+GT27	N	3
NP_725097.2	-	GT31(102-357)	GT31_e79	GT31	N	3
NP_776173.3	2.4.1.-	GT98(116-756)	GT98_e0	GT98	N	3
NP_803467.1	2.4.1.68	GT23(199-511)	GT23_e0	GT23	N	3
NP_812609.1	3.2.1.1	GH13_36(80-540)	GH13_e47	CBM58+GH13_36	Y(1-25)	3
NP_839273.1	2.4.99.-	GT9(66-285)	GT9_e71	GT9	N	3
NP_850878.2	3.1.1.-	CE13(50-398)	CE13_e0	CE13	N	3
NP_925710.1	3.1.1.72	CE3(108-298)	CE3_e10	CE3	N	3
NP_939290.1	3.5.1.115	CE14(11-145)	CE14_e1	CE14	N	3
NP_996398.1	3.2.1.113	GH47(207-647)	GH47_e9	GH47	N	3
OAS19335.1	-	GH169(171-344)+CBM32(638-755)+CBM66(806-944)+CBM66(1193-1340)	GH169_e0+CBM32_e26+CBM32_e26+CBM66_e20+CBM66_e20	CBM32+CBM66+GH169	Y(1-32)	3
OGV62276.1	3.2.1.18	GH156(1-541)	GH156_e1	GH156	N	3
OUV73325.1	N	GH174(45-528)	N	GH174	N	2
OXM85921.1	-	PL39(150-915)	PL39_e0	PL39	N	3
PAW86540.1	3.2.1.18	GH156(54-507)	GH156_e1	GH156	Y(1-42)	3
PTX96189.1	4.2.2.-	PL34(378-580)	PL34_e1	PL34	N	3
QAA39295.1	-	GH181(27-382)	GH33_e48	GH0	N	3
QAA44136.1	3.2.1.23|-	GH35(41-353)	GH35_e43+CBM32_e42	CBM32+GH35	Y(1-19)	3
QAA57898.1	N	GH181(27-207)	N	GH181	Y(1-19)	2
QAA61848.1	-	GH29(1-259)+CBM32(482-603)	GH29_e44+CBM32_e126+CBM32_e126	CBM32+GH29	N	3
QAR91335.1	3.1.1.41|3.1.1.72	CE7(3-312)	CE7_e11	CE7	N	3
QAS60578.1	3.2.1.23|3.2.1.108	GH2(47-785)	GH2_e0+CBM71_e0	CBM71+GH2	Y(1-31)	3
QAT34437.1	-	GH36(12-700)	GH36_e60	GH36	N	3
QAW83582.1	2.4.1.56|2.4.1.289|2.4.99.-|-	GT99(4-378)	GT99_e0+GT2+GT4_e895	GT2+GT4+GT99	N	3
QAY33477.1	2.4.1.211	GH112(4-748)	GH112_e0	GH112	N	3
QAY66998.1	-	GH171(22-379)	GH171_e1	GH171	N	3
QAY78751.1	3.2.1.-	GH97(18-668)	GH97_e9	GH97	Y(1-21)	3
QBA08200.1	2.4.1.25	GH77(190-697)	GH77_e2	GH77	N	3
QBE59130.1	-	GH140(34-430)	GH140_e5	GH140	Y(1-28)	3
QBF61605.1	3.2.1.-	GH166(69-291)	GH166_e18	GH166	N	3
QBF72387.1	2.4.1.109	GT39(89-344)	GT39_e0	GT39	N	3
QBG46747.1	-	GH86(193-779)	GH86_e11	GH86	Y(1-21)	3
QBG67748.1	3.2.1.97	GH101(288-991)	GH101_e0	GH101	Y(1-38)	3
QBH00635.1	3.2.1.-	GH125(72-474)	GH125_e1	GH125	Y(1-29)	3
QBH67167.1	4.2.2.-	PL23(164-739)	PL23_e0	PL23	N	3
QBJ93566.1	3.2.1.59	GH87(51-579)	GH87_e1+CBM32_e224	CBM32+GH87	Y(1-40)	3
QBN38245.1	-	CE9(10-381)	CE9_e59	CE9	N	3
QBN58956.1	3.2.1.52|3.2.1.169	GH84(183-494)	GH84_e15	GH84	Y(1-28)	3
QBN63754.1	-	GH5_1(32-340)+CBM63(498-573)	GH5_e198+CBM63_e7	CBM63+GH5	Y(1-22)	3
QBQ34096.1	3.2.1.2	GH14(13-432)	GH14_e0	GH14	N	3
QBQ34770.1	-	PL39(71-494)+PL34(414-612)	PL34_e0	PL34	Y(1-28)	3
QBQ40978.1	-	PL21(539-603)	PL21_e0	PL21	Y(1-21)	3
QBQ97275.1	-	GT21(57-287)	GT21_e0	GT21	N	3
QBR99823.1	-	GT113(13-349)	GT113_e24	GT113	N	3
QBX19323.1	4.2.2.1	PL16(93-370)	PL16_e0	PL16	N	3
QBZ61159.1	1.1.99.18	AA8(34-229)	AA8_e5	AA8	N	3
QCA33259.1	2.4.99.4|2.4.99.1	GT80(27-400)	GT80_e0	GT80	N	3
QCD26741.1	3.2.1.4|3.2.1.91|-	GH5_2(54-294)+CBM60(446-547)	GH5_e7+CBM60_e1	CBM5+CBM60+GH5_2	Y(1-30)	3
QCD61957.1	-	GH99(64-367)	GH99_e5	GH99	Y(1-31)	3
QCD66801.1	-	GT75(87-371)	GT75_e0	GT75	N	3
QCD83781.1	2.4.2.-	GT77(291-507)	GT77_e10	GT77	N	3
QCE01915.1	-	GT106(158-472)	GT106_e7	GT106	N	3
QCE05952.1	2.4.1.265|2.4.1.-	GT57(28-438)	GT57_e1	GT57	N	3
QCE27433.1	2.4.1.25	GH77(147-684)	GH77_e27	GH77	N	3
QCF26019.1	-	PL5(34-335)	PL5_e2	PL5	Y(1-37)	3
QCF35606.1	-	GH73(112-242)	GH73_e151	GH73	Y(1-30)	3
QCK08901.1	-	GT41(208-688)	GT41_e45	GT41	N	3
QCK29021.1	-	GT28(191-343)	GT28_e123	GT28	N	3
QCL91106.1	-	GH163(440-690)	GH163_e0	GH163	Y(1-28)	3
QCO30837.1	-	GT115(4-250)	GT115_e0	GT115	N	3
QCP02415.1	-	PL14_3(550-724)	PL14_e17	PL14	Y(1-20)	3
QCQ04845.1	N	GH163(235-502)	N	N	N	1
QCQ34660.1	3.2.1.23|-	GH35(28-339)	GH35_e43+CBM32_e42	CBM32+GH35	Y(1-19)	3
QCQ39560.1	3.2.1.185	GH127(33-585)	GH127_e4	GH127	N	3
QCQ45602.1	3.2.1.18	CBM93(23-172)+GH33(194-530)	GH33_e121	GH33	Y(1-23)	3
QCQ48665.1	3.2.1.51	GH29(23-373)	GH29_e8	GH29	Y(1-20)	3
QCQ51293.1	3.2.1.18	CBM93(23-172)+GH33(194-530)	GH33_e121	GH33	Y(1-23)	3
QCQ55698.1	-	GT3(13-347)	GT3_e2	GT3	N	3
QCQ93207.1	2.4.2.-	GT85(1-435)	GT85_e5	GT85	N	3
QCR61713.1	-	GH105(60-375)	GH105_e57	GH105	N	3
QCU14034.1	4.2.2.24	PL26(3-846)	PL26_e0	PL26	N	3
QCU55090.1	2.4.1.21	CBM53(231-314)+CBM53(406-495)+CBM53(567-655)+GT5(666-827)+GT5(835-1107)	CBM53_e0+CBM53_e0+CBM53_e0+GT5_e38	CBM53+GT5	N	3
QCU55227.1	3.2.1.2	GH14(265-682)	GH14_e0	GH14	N	3
QCV46585.1	3.2.1.40	GH78(165-633)	GH78_e1	GH78	N	3
QCW99549.1	4.2.2.20|4.2.2.8|4.2.2.-	PL37(1-635)	PL37_e0	PL37	N	3
QCX00978.1	4.2.2.3	PL36(90-275)	PL36_e1	PL36	N	3
QCX02320.1	4.2.2.11|4.2.2.-|4.2.2.3	PL7(41-290)	PL7_e33	PL7	N	3
QCX73050.1	3.2.1.139|3.2.1.131|3.2.1.-	GH67(44-713)	GH67_e0	GH67	Y(1-43)	3
QCY27752.1	3.2.1.41	CBM68(5-97)+GH13_14(257-571)	CBM68_e0+CBM48_e46+GH13_e94	CBM48+CBM68+GH13_14	N	3
QCZ92212.1	3.2.1.41|-	CBM41(57-166)+GH13_13(467-854)+CBM69(1162-1270)	CBM41_e4+CBM48_e94+GH13_e108+CBM69_e2+CBM69_e2	CBM41+CBM48+GH13_13	Y(1-23)	3
QDC37185.1	-	GH166(59-284)	GH166_e12	GH166	N	3
QDD58211.1	3.2.1.28	GH15(264-637)	GH15_e22	GH15	N	3
QDD60953.1	N	GH178(29-341)	N	GH0	N	2
QDE86585.1	-	GH15(410-754)	GH15_e7	GH15	N	3
QDG89566.1	-	CE12(2-210)	CE12_e40	CE12	N	3
QDH57421.1	N	CBM96(832-973)	N	CBM0+CBM32	Y(1-24)	2
QDH83052.1	-	GT69(54-185)	GT69_e2	GT69	N	3
QDI02760.1	-	GH33(44-337)	GH33_e86	GH33	Y(1-20)	3
QDI72919.1	-	GH172(89-342)	GH172_e20	GH172	N	3
QDK81053.1	3.2.1.-	GH139(22-756)	GH139_e0	GH139	N	3
QDL68440.1	3.2.1.4	GH12(102-247)	GH12_e11	GH12	Y(1-28)	3
QDM08289.1	-	CE20(103-362)	CE20_e34	CE20	Y(1-22)	3
QDM11590.1	3.2.1.-|3.2.1.113|3.2.1.114|3.2.1.24	GH92(245-752)	GH92_e0	GH92	Y(1-23)	3
QDM71358.1	2.4.2.43	GT83(3-520)	GT83_e0	GT83	N	3
QDN70391.1	3.2.1.21|-	CBM11(52-207)+GH3(407-648)	CBM11_e0+GH3_e161	CBM11+GH3	Y(1-28)	3
QDN92759.1	3.2.1.39|-	CBM56(40-135)+GH64(143-495)	CBM56_e6+GH64_e1	CBM56+GH64	Y(1-44)	3
QDO06677.1	3.2.1.132	GH75(54-221)	GH75_e0	GH75	Y(1-33)	3
QDO14233.1	3.2.1.22|2.4.1.-|-	GH27(142-375)+CBM51(524-662)	GH27_e14+CBM51_e1	CBM51+GH27	Y(1-23)	3
QDO19495.1	3.2.1.132	GH46(49-266)	GH46_e9	GH46	Y(1-33)	3
QDO65318.1	-	GH93(53-431)+CBM13(604-726)	GH93_e0+CBM13_e55+CBM13_e95	CBM13+GH93	Y(1-32)	3
QDO69422.1	-	CE20(117-251)+CE20(426-551)	CE20_e6	CE20	Y(1-28)	3
QDP95171.1	3.2.1.4	GH6(253-507)	GH6_e14	GH6	Y(1-34)	3
QDS75284.1	1.1.99.18	AA8(21-189)	AA8_e5	AA8	Y(1-17)	3
QDS77798.1	-	CBM87(70-287)+CE18(288-655)	CBM87_e1+CE18_e1	CBM87+CE18	N	3
QDS94219.1	-	GH141(34-616)	GH141_e12	GH141	N	3
QDS94284.1	-	GH130_8(47-142)	GH130_e14	N	N	2
QDS99297.1	-	GH156(162-510)	GH156_e0	GH156	N	3
QDT00394.1	3.2.1.23	GH165(31-521)	GH165_e9	GH165	Y(1-31)	3
QDT60654.1	-	GT12(11-157)	GT12_e3	GT12	N	3
QDT69293.1	-	GH167(290-1024)	GH167_e3	GH167	Y(1-22)	3
QDT80295.1	-	GH165(48-528)	GH165_e1	GH165	N	3
QDT95775.1	N	GH177(56-404)	N	GH0	Y(1-37)	2
QDU16257.1	-	GH165(256-550)	GH165_e13	GH165	Y(1-28)	3
QDU70584.1	-	PL33_1(1-130)	PL33_e9	PL33	N	3
QDV10012.1	-	GH149(375-1098)	GH149_e1	GH149	N	3
QDV26384.1	3.2.1.211	GH168(121-401)	GH168_e1	GH168	Y(1-36)	3
QDV33614.1	-	CBM51(298-416)	CBM51_e40	CBM51	N	3
QDV41229.1	-	CE19(55-408)	CE19_e1	CE19	Y(1-20)	3
QDW07221.1	3.5.1.25	CE9(8-384)	CE9_e51	CE9	N	3
QDX81888.1	-	PL15(497-630)+CBM6(788-925)	PL15_e4+CBM6_e28	CBM6+PL15	Y(1-30)	3
